"speciesid","speciesname","taxon","conservation_status","listed"
"22599","Biatora efflorescens","Fungi","UNK",0
"22600","Thelotrema porinoides","Fungi","UNK",0
"22601","Pseudocyphellaria rainierensis","Fungi","4",0
"22602","Miriquidica scotopholis","Fungi","UNK",0
"22603","Bestia longipes","Plants","2 ",0
"22604","Didymodon asperifolius","Plants","4",0
"22605","Kiaeria blyttii","Plants","5",0
"22606","Cortinarius cinnabarinus","Fungi","UNK",0
"22607","Urnula craterium","Fungi","4",0
"22608","Campylostelium saxicola","Plants","4",0
"22609","Schistidium occidentale","Plants","UNK",0
"22610","Cephalozia ambigua","Plants","3",0
"22611","Placynthium subradiatum","Fungi","3",0
"22612","Codriophorus varius","Plants","UNK",0
"22613","Bryolawtonia vancouveriensis","Plants","4",0
"22614","Tetraplodon pallidus","Plants","5",0
"22615","Philonotis cernua","Plants","4",0
"22616","Drepanocladus cardotii","Plants","Prob. Extinct",0
"22617","Dicranoweisia crispula","Plants","5",0
"22618","Dermatocarpon miniatum","Fungi","5",0
"22619","Cladonia thomsonii","Fungi","UNK",0
"22620","Dictyonema sericeum","Fungi","UNK",0
"22621","Polysporina arenacea","Fungi","UNK",0
"22622","Aulaxina microphana","Fungi","UNK",0
"22623","Pogonatum brachyphyllum","Plants","5",0
"22624","Cladonia strepsilis","Fungi","5",0
"22625","Liochlaena subulata","Plants","UNK",0
"22626","Plagiochila sullivantii","Plants","2 ",0
"22627","Lopadium augustini","Fungi","UNK",0
"22628","Flavopunctelia soredica","Fungi","4",0
"22629","Frullania chilcootiensis","Plants","1",0
"22630","Trematodon longicollis","Plants","5",0
"22631","Tuckermanella coralligera","Fungi","4",0
"22632","Endogemma caespiticia","Plants","4",0
"22633","Tingiopsidium elaeinum","Fungi","UNK",0
"22634","Marsupella condensata","Plants","3",0
"22635","Cladonia brevis","Fungi","UNK",0
"22636","Catapyrenium psoromoides","Fungi","5",0
"22637","Rinodina parasitica","Fungi","UNK",0
"22638","Fissidens crispus","Plants","4",0
"22639","Pohlia bulbifera","Plants","5",0
"22640","Rhytidiadelphus triquetrus","Plants","5",0
"22641","Astrothelium macrocarpum","Fungi","UNK",0
"22642","Tricharia santessonii","Fungi","UNK",0
"22643","Lecanora congesta","Fungi","UNK",0
"22644","Physcia caesia","Fungi","5",0
"22645","Bactrospora carolinensis","Fungi","UNK",0
"22646","Aneura sharpii","Plants","UNK",0
"22647","Lecidea steineri","Fungi","3",0
"22648","Arctoparmelia separata","Fungi","5",0
"22649","Protomonostroma undulatum","Protists","4",0
"22650","Sphaerocarpos drewei","Plants","1",0
"22651","Fuscocephaloziopsis catenulata","Plants","5",0
"22652","Bulbothrix coronata","Fungi","4",0
"22653","Calvitimela testaceoatra","Fungi","UNK",0
"22654","Pyrenula laevigata","Fungi","UNK",0
"22655","Fissidens arcticus","Plants","UNK",0
"22656","Lobaria linita","Fungi","5",0
"22657","Campylopus schimperi","Plants","3",0
"22658","Dicranum viride","Plants","5",0
"22659","Ramalina unifolia","Fungi","UNK",0
"22660","Riella americana","Plants","2 ",0
"22661","Fissidens exilis","Plants","3",0
"22662","Caloplaca oblongula","Fungi","UNK",0
"22663","Orthotrichum spjutii","Plants","1",0
"22664","Cryptocolea imbricata","Plants","3",0
"22665","Placidium lachneum","Fungi","5",0
"22666","Weissia sharpii","Plants","3",0
"22667","Acrocordia conoidea","Fungi","4",0
"22668","Pohlia annotina","Plants","4",0
"22669","Rhytidiadelphus loreus","Plants","5",0
"22670","Sarmentypnum exannulatum","Plants","5",0
"22671","Phacopsis vulpina","Fungi","UNK",0
"22672","Bryhnia graminicolor","Plants","5",0
"22673","Lecidea pumicicola","Fungi","UNK",0
"22674","Hygrohypnum norvegicum","Plants","2 ",0
"22675","Andreaea megistospora","Plants","4",0
"22676","Grimmia donniana","Plants","4",0
"22677","Orthotrichum cupulatum","Plants","4",0
"22678","Megalaria columbiana","Fungi","UNK",0
"22679","Endocarpon pallidum","Fungi","5",0
"22680","Chaenothecopsis viridialba","Fungi","UNK",0
"22681","Abrothallus prodiens","Fungi","UNK",0
"22682","Chaenotheca xyloxena","Fungi","UNK",0
"22683","Thamnolia vermicularis","Fungi","5",0
"22684","Strigula orbicularis","Fungi","UNK",0
"22685","Strigula smaragdula","Fungi","UNK",0
"22686","Campylium protensum","Plants","4",0
"22687","Hypotrachyna pulvinata","Fungi","5",0
"22688","Xanthoparmelia hypomelaena","Fungi","3",0
"22689","Syrrhopodon texanus","Plants","5",0
"22690","Polytrichastrum pallidisetum","Plants","5",0
"22691","Pertusaria californica","Fungi","1",0
"22692","Verrucaria cataleptoides","Fungi","2 ",0
"22693","Toninia bullata","Fungi","UNK",0
"22694","Usnea fragilescens","Fungi","4",0
"22695","Arthopyrenia cinereopruinosa","Fungi","UNK",0
"22696","Lepraria arbuscula","Fungi","UNK",0
"22697","Lepraria gracilenscens","Fungi","4",0
"22698","Ramalina dasypoga","Fungi","UNK",0
"22699","Rosulabryum andersonii","Plants","Prob. Extinct",0
"22700","Ditrichum ambiguum","Plants","4",0
"22701","Leptodon smithii","Plants","5",0
"22702","Cinclidium arcticum","Plants","5",0
"22703","Buellia sequax","Fungi","UNK",0
"22704","Buellia griseovirens","Fungi","UNK",0
"22705","Strigula americana","Fungi","UNK",0
"22706","Hypnum cupressiforme","Plants","5",0
"22707","Xanthoparmelia norchlorochroa","Fungi","1",0
"22708","Lophoziopsis longidens","Plants","5",0
"22709","Lecidea pacifica","Fungi","UNK",0
"22710","Mycoporum biseptatum","Fungi","UNK",0
"22711","Arthonia platygraphidea","Fungi","UNK",0
"22712","Arthonia platyspilea","Fungi","UNK",0
"22713","Cololejeunea diaphana","Plants","2 ",0
"22714","Mycoblastus sanguinarius","Fungi","4",0
"22715","Rhizocarpon disporum","Fungi","4",0
"22716","Scapania bolanderi","Plants","5",0
"22717","Gymnomitrion laceratum","Plants","4",0
"22718","Ptychostomum pendulum","Plants","5",0
"22719","Bacidia reagens","Fungi","UNK",0
"22720","Orthodontium pellucens","Plants","5",0
"22721","Heterocladium macounii","Plants","4",0
"22722","Plaubelia sprengelii","Plants","4",0
"22723","Pleuroziopsis ruthenica","Plants","4",0
"22724","Weissia controversa","Plants","5",0
"22725","Rinodina mniaroeiza","Fungi","UNK",0
"22726","Caloplaca sorocarpa","Fungi","UNK",0
"22727","Protoparmeliopsis garovaglii","Fungi","4",0
"22728","Sarmentypnum sarmentosum","Plants","5",0
"22729","Asterella bolanderi","Plants","3",0
"22730","Ceratodon heterophyllus","Plants","UNK",0
"22731","Plagiomnium drummondii","Plants","5",0
"22732","Hypnum plicatulum","Plants","5",0
"22733","Graphis scripta","Fungi","5",0
"22734","Didymodon norrisii","Plants","4",0
"22735","Caloplaca spaldingii","Fungi","UNK",0
"22736","Aloina rigida","Plants","4",0
"22737","Protoblastenia incrustans","Fungi","UNK",0
"22738","Opegrapha bonplandii","Fungi","UNK",0
"22739","Myelochroa galbina","Fungi","5",0
"22740","Chondria dasyphylla","Protists","4",0
"22741","Verrucaria praetermissa","Fungi","4",0
"22742","Arthrosporum populorum","Fungi","UNK",0
"22743","Lichenothelia convexa","Fungi","UNK",0
"22744","Gyalidea hyalinescens","Fungi","UNK",0
"22745","Parmeliella ruderatula","Fungi","UNK",0
"22746","Nodobryoria abbreviata","Fungi","4",0
"22747","Verrucaria deversa","Fungi","4",0
"22748","Saccobasis polita","Plants","4",0
"22749","Cladonia farinacea","Fungi","4",0
"22750","Metzgeria consanguinea","Plants","4",0
"22751","Acarospora heufleriana","Fungi","UNK",0
"22752","Acarospora hilaris","Fungi","UNK",0
"22753","Pertusaria obruta","Fungi","UNK",0
"22754","Bunodophoron melanocarpum","Fungi","UNK",0
"22755","Hygrohypnum closteri","Plants","3",0
"22756","Megaceros aenigmaticus","Plants","3",0
"22757","Pylaisia selwynii","Plants","5",0
"22758","Sphinctrina turbinata","Fungi","4",0
"22759","Bacidia heterochroa","Fungi","UNK",0
"22760","Bacidia hostheleoides","Fungi","UNK",0
"22761","Pertusaria alaskensis","Fungi","3",0
"22762","Phyllopsora parvifolia","Fungi","4",0
"22763","Hypotrachyna laevigata","Fungi","5",0
"22764","Campylopus oerstedianus","Plants","2 ",0
"22765","Dicranum groenlandicum","Plants","5",0
"22766","Hypotrachyna imbricatula","Fungi","5",0
"22767","Heterodermia leucomelos","Fungi","5",0
"22768","Pyrenula circumfiniens","Fungi","UNK",0
"22769","Pyxine caesiopruinosa","Fungi","UNK",0
"22770","Cheilolejeunea discoidea","Plants","UNK",0
"22771","Herbertus stramineus","Plants","3",0
"22772","Xylographa disseminata","Fungi","UNK",0
"22773","Xanthomendoza fulva","Fungi","5",0
"22774","Teloschistes chrysophthalmus","Fungi","4",0
"22775","Lejeunea calcicola","Plants","3",0
"22776","Candelariella vitellina","Fungi","5",0
"22777","Sphagnum contortum","Plants","5",0
"22778","Cercidospora epicarphinea","Fungi","UNK",0
"22779","Pohlia andalusica","Plants","4",0
"22780","Caloplaca conversa","Fungi","UNK",0
"22781","Dirina catalinariae","Fungi","3",0
"22782","Brachytheciastrum collinum","Plants","5",0
"22783","Cynodontium polycarpon","Plants","4",0
"22784","Dicranum ontariense","Plants","5",0
"22785","Aspilidea myrinii","Fungi","5",0
"22786","Lobaria pseudopulmonaria","Fungi","UNK",0
"22787","Leskea polycarpa","Plants","5",0
"22788","Henrica melaspora","Fungi","UNK",0
"22789","Niebla ceruchoides","Fungi","UNK",0
"22790","Parmelia pseudosulcata","Fungi","4",0
"22791","Coniarthonia pyrrhula","Fungi","UNK",0
"22792","Evernia mesomorpha","Fungi","5",0
"22793","Parmelia saxatilis","Fungi","5",0
"22794","Niebla combeoides","Fungi","3",0
"22795","Chrismofulvea rubifaciens","Fungi","UNK",0
"22796","Herzogiella adscendens","Plants","3",0
"22797","Entodon concinnus","Plants","4",0
"22798","Peltigera venosa","Fungi","5",0
"22799","Polycoccum sporastatiae","Fungi","UNK",0
"22800","Cheilolejeunea evansii","Plants","1",0
"22801","Lejeunea sharpii","Plants","2 ",0
"22802","Pertusaria glomerata","Fungi","4",0
"22803","Chaenotheca ferruginea","Fungi","4",0
"22804","Caloplaca grimmiae","Fungi","UNK",0
"22805","Porella bolanderi","Plants","3",0
"22806","Stereocaulon myriocarpum","Fungi","4",0
"22807","Lunularia cruciata","Plants","5",0
"22808","Sanionia symmetrica","Plants","UNK",0
"22809","Calliergon giganteum","Plants","5",0
"22810","Lecania stigmatella","Fungi","UNK",0
"22811","Opegrapha sorediifera","Fungi","UNK",0
"22812","Imshaugia placorodia","Fungi","5",0
"22813","Didymodon rigidulus","Plants","5",0
"22814","Encalypta vittiana","Plants","3",0
"22815","Plagiothecium latebricola","Plants","3",0
"22816","Archidium donnellii","Plants","4",0
"22817","Tortula atrovirens","Plants","5",0
"22818","Syntrichia amphidiacea","Plants","4",0
"22819","Normandina pulchella","Fungi","4",0
"22820","Candelariella antennaria","Fungi","UNK",0
"22821","Candelariella lutella","Fungi","UNK",0
"22822","Coenogonium interpositum","Fungi","3",0
"22823","Buellia aethalea","Fungi","3",0
"22824","Bryoria pseudofuscescens","Fungi","5",0
"22825","Seligeria acutifolia","Plants","4",0
"22826","Eremonotus myriocarpus","Plants","4",0
"22827","Staurothele monicae","Fungi","UNK",0
"22828","Gemmabryum ruderale","Plants","4",0
"22829","Teloschistes exilis","Fungi","4",0
"22830","Cladonia verticillata","Fungi","5",0
"22831","Calvatia cyathiformis","Fungi","UNK",0
"22832","Arthonia pruinosula","Fungi","UNK",0
"22833","Sarcosagium campestre","Fungi","UNK",0
"22834","Fossombronia wondraczekii","Plants","4",0
"22835","Frullania asagrayana","Plants","5",0
"22836","Xanthoparmelia camtschadalis","Fungi","UNK",0
"22837","Myriolecis torrida","Fungi","4",0
"22838","Parmotrema mordenii","Fungi","4",0
"22839","Parmotremopsis antillensis","Fungi","UNK",0
"22840","Peltigera horizontalis","Fungi","5",0
"22841","Ochrolechia juvenalis","Fungi","3",0
"22842","Frullania ericoides","Plants","4",0
"22843","Rhizocarpon simillimum","Fungi","UNK",0
"22844","Umbilicaria vellea","Fungi","5",0
"22845","Gemmabryum caespiticium","Plants","5",0
"22846","Zelometeorium patulum","Plants","5",0
"22847","Hypotrachyna pustulifera","Fungi","4",0
"22848","Verrucaria hydrela","Fungi","UNK",0
"22849","Topelia gyalectodes","Fungi","UNK",0
"22850","Arctoparmelia subcentrifuga","Fungi","4",0
"22851","Placopyrenium canellum","Fungi","UNK",0
"22852","Endococcus rugulosus","Fungi","UNK",0
"22853","Psora russellii","Fungi","4",0
"22854","Psora cerebriformis","Fungi","4",0
"22855","Hypnum vaucheri","Plants","5",0
"22856","Scapania parvifolia","Plants","3",0
"22857","Myriospora scabrida","Fungi","4",0
"22858","Rhizocarpon badioatrum","Fungi","4",0
"22859","Heterodermia erinacea","Fungi","4",0
"22860","Tuckermannopsis chlorophylla","Fungi","5",0
"22861","Pohlia camptotrachela","Plants","4",0
"22862","Thelotrema eximium","Fungi","UNK",0
"22863","Usnea aculeata","Fungi","UNK",0
"22864","Arthonia subminutula","Fungi","UNK",0
"22865","Graphis chromothecia","Fungi","UNK",0
"22866","Pertusaria hymenea","Fungi","3",0
"22867","Pyrenula punctella","Fungi","UNK",0
"22868","Buellia vernicoma","Fungi","UNK",0
"22869","Parmotrema conferendum","Fungi","4",0
"22870","Parmotrema simulans","Fungi","4",0
"22871","Polytrichastrum appalachianum","Plants","3",0
"22872","Cladonia macrophylla","Fungi","5",0
"22873","Caloplaca albovariegata","Fungi","UNK",0
"22874","Cladonia macrophyllodes","Fungi","5",0
"22875","Pseudephebe minuscula","Fungi","5",0
"22876","Encalypta brevipes","Plants","3",0
"22877","Ptychomitrium incurvum","Plants","4",0
"22878","Verrucaria acrotella","Fungi","4",0
"22879","Tremolecia atrata","Fungi","4",0
"22880","Lecidea protabacina","Fungi","UNK",0
"22881","Aphanorrhegma serratum","Plants","4",0
"22882","Dendroalsia abietina","Plants","4",0
"22883","Calicium glaucellum","Fungi","4",0
"22884","Asterella tenella","Plants","5",0
"22885","Trichodon cylindricus","Plants","4",0
"22886","Scouleria marginata","Plants","3",0
"22887","Neoorthocaulis binsteadii","Plants","4",0
"22888","Pohlia ludwigii","Plants","4",0
"22889","Syrrhopodon parasiticus","Plants","5",0
"22890","Sphagnum papillosum","Plants","5",0
"22891","Hypnum pallescens","Plants","5",0
"22892","Arthopyrenia cerasi","Fungi","UNK",0
"22893","Scapania lingulata","Plants","3",0
"22894","Parmotrema stuppeum","Fungi","4",0
"22895","Ramalina roesleri","Fungi","5",0
"22896","Scoliciosporum chlorococcum","Fungi","5",0
"22897","Mycobilimbia carneoalbida","Fungi","UNK",0
"22898","Japewia tornoensis","Fungi","4",0
"22899","Pseudobryum cinclidioides","Plants","5",0
"22900","Toninia submexicana","Fungi","4",0
"22901","Myelochroa aurulenta","Fungi","5",0
"22902","Candelaria fibrosa","Fungi","5",0
"22903","Cladonia macilenta","Fungi","5",0
"22904","Candelariella efflorescens","Fungi","5",0
"22905","Arthonia rupicola","Fungi","UNK",0
"22906","Fuscocephaloziopsis affinis","Plants","2 ",0
"22907","Sphaerocarpos cristatus","Plants","2 ",0
"22908","Chaenotheca trichialis","Fungi","UNK",0
"22909","Chaenothecopsis savonica","Fungi","UNK",0
"22910","Bacidina inundata","Fungi","UNK",0
"22911","Polyblastia hyperborea","Fungi","4",0
"22912","Chaenotheca subroscida","Fungi","3",0
"22913","Parmeliopsis hyperopta","Fungi","5",0
"22914","Gomphillus americanus","Fungi","4",0
"22915","Halecania viridescens","Fungi","UNK",0
"22916","Codium ritteri","Protists","4",0
"22917","Coprinus comatus","Fungi","UNK",0
"22918","Ganoderma applanatum","Fungi","5",0
"22919","Polychidium muscicola","Fungi","5",0
"22920","Bactrospora dryina","Fungi","UNK",0
"22921","Bactrospora lamprospora","Fungi","UNK",0
"22922","Cephalozia hamatiloba","Plants","3",0
"22923","Arthonia subminutissima","Fungi","UNK",0
"22924","Graphis aperiens","Fungi","UNK",0
"22925","Homalothecium nuttallii","Plants","4",0
"22926","Lecanora carpinea","Fungi","UNK",0
"22927","Dactylospora saxatilis","Fungi","UNK",0
"22928","Plagiochila invisa","Plants","1",0
"22929","Flavopunctelia praesignis","Fungi","4",0
"22930","Opegrapha prosodea","Fungi","UNK",0
"22931","Micarea chlorosticta","Fungi","UNK",0
"22932","Miriquidica intrudens","Fungi","UNK",0
"22933","Miriquidica instrata","Fungi","UNK",0
"22934","Ramalina puberulenta","Fungi","UNK",0
"22935","Ramalina rigida","Fungi","UNK",0
"22936","Grimmia americana","Plants","1",0
"22937","Atrichum flavisetum","Plants","UNK",0
"22938","Sciuro-hypnum starkei","Plants","5",0
"22939","Rhizocarpon postumum","Fungi","UNK",0
"22940","Gemmabryum valparaisense","Plants","UNK",0
"22941","Dactylospora attendenda","Fungi","UNK",0
"22942","Voitia nivalis","Plants","4",0
"22943","Rhizocarpon macrosporum","Fungi","3",0
"22944","Lecanora pulicaris","Fungi","5",0
"22945","Fuscoboletinus weaverae","Fungi","1",0
"22946","Acarospora glaucocarpa","Fungi","5",0
"22947","Andreaeobryum macrosporum","Plants","2 ",0
"22948","Leptogium azureum","Fungi","4",0
"22949","Scouleria aquatica","Plants","5",0
"22950","Lecanora iowensis","Fungi","UNK",0
"22951","Lindbergia mexicana","Plants","4",0
"22952","Fissidens appalachensis","Plants","2 ",0
"22953","Hookeria lucens","Plants","5",0
"22954","Bryum blindii","Plants","4",0
"22955","Hygrohypnum ochraceum","Plants","5",0
"22956","Polycauliona ludificans","Fungi","2 ",0
"22957","Chaenotheca stemonea","Fungi","UNK",0
"22958","Bruchia vogesiaca","Plants","3",0
"22959","Anthoceros macounii","Plants","3",0
"22960","Cladonia evansii","Fungi","4",0
"22961","Amphidium mougeotii","Plants","5",0
"22962","Entosthodon planoconvexus","Plants","1",0
"22963","Arthonia didyma","Fungi","UNK",0
"22964","Arthonia excedens","Fungi","UNK",0
"22965","Cladonia coccifera","Fungi","5",0
"22966","Xerotrema megalospora","Fungi","UNK",0
"22967","Rusavskia elegans","Fungi","5",0
"22968","Neckeropsis disticha","Plants","5",0
"22969","Campylopodiella stenocarpa","Plants","5",0
"22970","Stereocaulon saxatile","Fungi","5",0
"22971","Rhodobryum roseum","Plants","5",0
"22972","Rhizocarpon atroflavescens","Fungi","UNK",0
"22973","Trapelia corticola","Fungi","UNK",0
"22974","Rhizomnium nudum","Plants","4",0
"22975","Lecanora luteovernalis","Fungi","3",0
"22976","Phaeographis haematites","Fungi","UNK",0
"22977","Taxiphyllum cuspidifolium","Plants","3",0
"22978","Phacopsis thallicola","Fungi","UNK",0
"22979","Bryoria tenuis","Fungi","4",0
"22980","Pseudoparmelia uleana","Fungi","UNK",0
"22981","Tuckermannopsis platyphylla","Fungi","5",0
"22982","Ramalina intermedia","Fungi","5",0
"22983","Lecidea virginiensis","Fungi","UNK",0
"22984","Buellia stellulata","Fungi","UNK",0
"22985","Verrucaria nigrescentoidea","Fungi","UNK",0
"22986","Buellia spuria","Fungi","4",0
"22987","Chaenotheca brachypoda","Fungi","UNK",0
"22988","Involucropyrenium waltheri","Fungi","UNK",0
"22989","Fissidens elegans","Plants","5",0
"22990","Punctelia bolliana","Fungi","4",0
"22991","Biatora cuprea","Fungi","UNK",0
"22992","Schistidium dupretii","Plants","UNK",0
"22993","Leptogium byssinum","Fungi","UNK",0
"22994","Clavascidium lacinulatum","Fungi","5",0
"22995","Sphagnum pacificum","Plants","4",0
"22996","Bucklandiella venusta","Plants","UNK",0
"22997","Schaereria dolodes","Fungi","4",0
"22998","Sphagnum magellanicum","Plants","5",0
"22999","Neckera pennata","Plants","5",0
"23000","Sphagnum teres","Plants","5",0
"23001","Arthonia sanguinea","Fungi","UNK",0
"23002","Rosulabryum laevifilum","Plants","5",0
"23003","Arthothelium ruanum","Fungi","UNK",0
"23004","Rinodina polyspora","Fungi","UNK",0
"23005","Rinodina mniaroea","Fungi","5",0
